,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,ratio
48934,1937379,52,19,1961,11,female,1516.0,80,23,42,41,42,32,0,9,0.2875
48944,1307294,28,1,1985,4,female,458.0,80,54,44,38,44,31,0,7,0.675
48945,1110537,52,15,1961,6,female,746.0,80,70,47,19,0,3,47,16,0.875
48950,1444216,32,26,1981,4,female,505.0,79,37,48,230,48,171,0,59,0.46835443037974683
48952,1672766,108,9,1905,11,female,896.0,80,46,50,19,0,8,50,11,0.575
48953,1405464,30,30,1983,12,female,279.0,81,62,51,50,28,15,23,35,0.7654320987654321
48954,1854927,60,15,1953,12,female,2111.0,79,53,50,13,44,8,6,5,0.6708860759493671
48957,2006796,64,5,1949,1,female,126.0,79,65,50,4,50,1,0,3,0.8227848101265823
48959,1983826,18,28,1995,11,female,198.0,79,24,50,186,50,138,0,48,0.3037974683544304
48960,1053167,69,26,1944,12,female,1174.0,80,31,52,26,0,21,52,5,0.3875
48962,2134171,18,10,1995,11,female,24.0,81,59,52,99,23,31,29,68,0.7283950617283951
48965,1019180,15,9,1998,4,female,453.0,80,10,52,0,52,0,0,0,0.125
48967,1613205,26,24,1987,5,female,522.0,79,45,53,27,53,17,0,10,0.569620253164557
48969,1101182,27,2,1986,9,female,368.0,81,32,52,83,52,39,0,44,0.3950617283950617
48970,1003609,63,1,1950,8,female,686.0,80,70,54,29,5,6,49,23,0.875
48972,1056817,51,6,1962,1,female,1052.0,81,40,54,49,43,40,11,9,0.49382716049382713
48973,1269504,24,23,1989,9,female,569.0,81,54,54,22,54,9,0,13,0.6666666666666666
48975,1576024,52,15,1961,11,female,350.0,81,53,56,30,54,21,2,9,0.654320987654321
48976,1474247,53,25,1960,1,female,968.0,79,42,58,35,58,29,0,6,0.5316455696202531
48978,1059185,47,27,1966,9,female,343.0,79,21,57,225,57,148,0,77,0.26582278481012656
48983,2117328,23,5,1990,11,female,1013.0,80,20,63,96,30,88,33,8,0.25
48984,1040468,24,24,1989,4,female,419.0,79,43,63,1,57,1,6,0,0.5443037974683544
48985,1659374,15,5,1998,3,female,585.0,81,9,61,11,57,11,4,0,0.1111111111111111
48986,2106924,27,27,1986,9,female,532.0,80,60,62,52,54,27,8,25,0.75
48987,1000530,37,29,1976,9,female,269.0,79,50,63,72,56,59,7,13,0.6329113924050633
48988,1659107,52,11,1961,10,female,1327.0,81,19,62,60,47,32,15,28,0.2345679012345679
48991,1291732,27,7,1986,5,female,743.0,81,41,62,2,62,1,0,1,0.5061728395061729
48992,1539184,63,25,1950,8,female,268.0,81,45,62,7,62,5,0,2,0.5555555555555556
48997,1027840,37,13,1976,8,female,661.0,80,32,65,448,64,253,1,195,0.4
48998,2037391,48,29,1965,9,female,439.0,80,40,64,10,64,8,0,2,0.5
48999,1728437,47,16,1966,10,female,883.0,80,22,64,74,64,43,0,31,0.275
49000,1866830,28,19,1985,9,female,413.0,81,56,64,188,64,188,0,0,0.691358024691358
49005,1201587,14,20,1999,3,female,137.0,79,46,67,3,67,3,0,0,0.5822784810126582
49006,1231860,14,8,1999,3,female,69.0,80,66,67,14,67,14,0,0,0.825
49007,1333120,22,7,1991,9,female,347.0,80,50,66,34,66,19,0,15,0.625
49008,1220790,28,9,1985,3,female,367.0,81,67,67,96,67,81,0,15,0.8271604938271605
49010,1086292,57,16,1956,3,female,1647.0,80,57,71,13,38,8,33,5,0.7125
49013,1936728,76,20,1937,2,female,806.0,79,37,73,9,0,1,73,8,0.46835443037974683
49014,1934020,15,21,1998,10,female,277.0,80,42,73,21,24,12,49,9,0.525
49015,2064071,61,28,1952,1,female,1815.0,81,40,74,26,24,17,50,9,0.49382716049382713
49019,1859378,27,10,1986,6,female,187.0,81,66,73,49,73,28,0,21,0.8148148148148148
49021,1365488,108,20,1905,3,female,1992.0,81,42,76,43,4,20,72,23,0.5185185185185185
49022,1746856,58,30,1955,3,female,1449.0,80,31,77,12,40,12,37,0,0.3875
49027,1756077,22,17,1991,11,female,255.0,79,48,79,149,52,21,27,128,0.6075949367088608
49028,2124071,56,13,1957,8,female,1729.0,80,34,78,4,73,0,5,4,0.425
49030,1647630,51,22,1962,8,female,1039.0,81,33,78,52,60,28,18,24,0.4074074074074074
49032,1814260,16,5,1997,9,female,539.0,79,50,78,3,78,3,0,0,0.6329113924050633
49034,1139507,15,8,1998,5,female,280.0,79,37,79,20,79,16,0,4,0.46835443037974683
49035,1308029,33,16,1980,12,female,493.0,81,64,78,29,78,20,0,9,0.7901234567901234
49036,1779214,38,29,1975,11,female,66.0,81,25,79,27,79,26,0,1,0.30864197530864196
49039,1063318,67,24,1946,11,female,1019.0,81,45,82,134,1,39,81,95,0.5555555555555556
49042,2049432,19,27,1994,12,female,1184.0,79,53,81,147,51,106,30,41,0.6708860759493671
49043,1091414,18,1,1995,12,female,182.0,79,58,84,1,83,1,1,0,0.7341772151898734
49046,1514081,17,8,1996,6,female,248.0,81,49,83,15,83,14,0,1,0.6049382716049383
49048,2009000,51,4,1962,10,female,135.0,79,45,81,16,81,4,0,12,0.569620253164557
49051,1941763,52,4,1961,5,female,858.0,81,49,85,42,85,31,0,11,0.6049382716049383
49052,1709362,69,11,1944,2,female,2007.0,81,49,90,140,89,96,1,44,0.6049382716049383
49054,1280628,62,28,1951,10,female,1608.0,79,59,88,26,88,17,0,9,0.7468354430379747
49057,2154304,30,23,1983,10,female,337.0,81,42,96,50,95,27,1,23,0.5185185185185185
49060,1748672,43,30,1970,4,female,529.0,81,18,98,50,98,15,0,35,0.2222222222222222
49061,1950757,30,27,1983,7,female,486.0,81,55,96,93,96,47,0,46,0.6790123456790124
49063,1595210,59,8,1954,8,female,588.0,79,52,104,123,15,89,89,34,0.6582278481012658
49065,1258008,39,27,1974,4,female,737.0,80,9,101,45,30,12,71,33,0.1125
49066,1779873,60,28,1953,7,female,526.0,80,59,102,2,100,2,2,0,0.7375
49068,1896228,28,15,1985,12,female,274.0,81,40,103,26,103,24,0,2,0.49382716049382713
49069,1349421,32,2,1981,9,female,260.0,81,68,100,94,100,43,0,51,0.8395061728395061
49071,1965845,35,29,1978,1,female,408.0,79,28,107,31,65,18,42,13,0.35443037974683544
49072,2074328,17,8,1996,8,female,175.0,81,64,107,99,106,88,1,11,0.7901234567901234
49074,1211091,30,28,1983,11,female,312.0,81,43,107,62,107,40,0,22,0.5308641975308642
49076,2063237,52,9,1961,11,female,224.0,79,50,113,61,0,12,113,49,0.6329113924050633
49077,1879663,21,8,1992,7,female,366.0,80,39,110,41,39,25,71,16,0.4875
49079,2143380,14,11,1999,6,female,122.0,80,63,111,36,111,9,0,27,0.7875
49082,1443291,56,11,1957,4,female,548.0,80,72,116,241,0,95,116,146,0.9
49085,1313326,38,8,1975,4,female,368.0,80,36,114,5,114,5,0,0,0.45
49087,1326008,32,22,1981,5,female,231.0,80,52,115,30,115,30,0,0,0.65
49088,1174268,36,7,1977,1,female,187.0,81,28,116,55,116,45,0,10,0.345679012345679
49090,1452030,68,28,1945,12,female,627.0,79,56,120,53,2,22,118,31,0.7088607594936709
49091,1118177,15,24,1998,9,female,266.0,79,58,122,207,2,35,120,172,0.7341772151898734
49092,1133797,19,19,1994,12,female,702.0,80,39,124,59,91,33,33,26,0.4875
49096,1707908,21,26,1992,9,female,362.0,81,38,120,32,120,32,0,0,0.4691358024691358
49097,1252764,52,3,1961,1,female,254.0,80,54,121,57,121,37,0,20,0.675
49098,1870450,46,15,1967,2,female,445.0,79,42,122,166,122,63,0,103,0.5316455696202531
49099,1317812,25,2,1988,2,female,245.0,80,30,128,68,0,19,128,49,0.375
49101,2108385,19,5,1994,11,female,112.0,81,43,129,89,112,52,17,37,0.5308641975308642
49102,1059396,21,21,1992,5,female,173.0,79,58,127,233,125,189,2,44,0.7341772151898734
49103,2034374,60,16,1953,1,female,837.0,79,54,129,21,129,20,0,1,0.6835443037974683
49104,1598041,57,16,1956,12,female,1259.0,79,52,132,32,18,11,114,21,0.6582278481012658
49105,1756911,25,4,1988,4,female,359.0,79,48,135,81,60,68,75,13,0.6075949367088608
49106,1550943,49,9,1964,8,female,306.0,81,59,134,23,62,21,72,2,0.7283950617283951
49107,1424410,20,7,1993,7,female,226.0,81,52,132,111,33,41,99,70,0.6419753086419753
49110,1429778,19,13,1994,3,female,430.0,80,34,143,170,0,64,143,106,0.425
49111,1061215,63,20,1950,12,female,1349.0,79,40,139,84,109,43,30,41,0.5063291139240507
49112,1695726,16,10,1997,10,female,35.0,80,52,141,141,115,74,26,67,0.65
49114,1540661,82,6,1931,7,female,1563.0,79,18,145,23,0,7,145,16,0.22784810126582278
49117,1953312,44,31,1969,8,female,425.0,80,59,149,11,149,10,0,1,0.7375
49118,1617504,51,8,1962,11,female,761.0,79,46,156,26,155,17,1,9,0.5822784810126582
49121,1939500,18,2,1995,5,female,263.0,81,46,158,72,1,7,157,65,0.5679012345679012
49122,2052736,37,23,1976,3,female,2238.0,81,59,160,364,142,317,18,47,0.7283950617283951
49123,1594796,72,23,1941,7,female,708.0,80,45,163,36,163,24,0,12,0.5625
49124,1351842,28,16,1985,6,female,33.0,79,48,162,143,162,132,0,11,0.6075949367088608
49125,1335544,64,16,1949,12,female,754.0,81,49,166,17,72,10,94,7,0.6049382716049383
49132,1170234,27,10,1986,10,female,407.0,80,55,175,157,175,134,0,23,0.6875
49133,1117819,65,26,1948,5,female,838.0,81,45,186,67,5,42,181,25,0.5555555555555556
49134,1324836,80,5,1933,6,female,109.0,81,67,184,2,183,1,1,1,0.8271604938271605
49136,1590066,53,8,1960,12,female,260.0,80,61,182,47,182,24,0,23,0.7625
49137,1757459,21,9,1992,10,female,273.0,81,27,182,234,182,177,0,57,0.3333333333333333
49138,1404379,35,12,1978,3,female,353.0,81,33,183,212,183,177,0,35,0.4074074074074074
49140,1899400,21,2,1992,2,female,339.0,79,31,197,159,1,27,196,132,0.3924050632911392
49142,1611087,36,9,1977,2,female,402.0,81,42,196,186,1,123,195,63,0.5185185185185185
49143,1742253,22,26,1991,3,female,645.0,79,69,200,102,114,57,86,45,0.8734177215189873
49144,1123797,16,26,1997,8,female,234.0,81,55,200,303,128,147,72,156,0.6790123456790124
49145,1622936,30,4,1983,2,female,633.0,79,39,200,2,200,2,0,0,0.4936708860759494
49146,1390925,55,7,1958,9,female,420.0,81,48,192,50,192,28,0,22,0.5925925925925926
49147,1612385,46,11,1967,4,female,221.0,79,38,203,285,0,100,203,185,0.4810126582278481
49148,1353783,74,4,1939,12,female,1517.0,79,31,205,43,202,12,3,31,0.3924050632911392
49150,1084633,60,19,1953,6,female,1196.0,80,33,210,10,210,4,0,6,0.4125
49152,1654552,18,22,1995,9,female,137.0,80,54,206,331,206,187,0,144,0.675
49153,1353851,67,4,1946,8,female,125.0,80,56,219,54,0,34,219,20,0.7
49154,1088361,40,20,1973,10,female,334.0,79,62,217,173,38,52,179,121,0.7848101265822784
49156,1246304,40,30,1973,1,female,740.0,81,42,214,35,80,28,134,7,0.5185185185185185
49158,1776188,45,20,1968,10,female,335.0,81,62,212,825,99,401,113,424,0.7654320987654321
49159,1258257,42,10,1971,10,female,325.0,79,64,218,17,218,16,0,1,0.810126582278481
49160,1455589,43,29,1970,3,female,416.0,81,68,214,35,214,35,0,0,0.8395061728395061
49161,1368258,29,17,1984,1,female,509.0,80,22,219,57,219,55,0,2,0.275
49164,1250204,23,7,1990,8,female,338.0,79,41,218,134,218,73,0,61,0.5189873417721519
49165,1535975,70,4,1943,5,female,1756.0,79,37,213,164,213,86,0,78,0.46835443037974683
49166,1612719,26,6,1987,11,female,50.0,81,56,226,690,102,178,124,512,0.691358024691358
49168,1237636,26,5,1987,1,female,617.0,80,33,224,25,224,18,0,7,0.4125
49169,1732964,23,3,1990,4,female,235.0,81,71,233,216,233,216,0,0,0.8765432098765432
49171,1001262,47,18,1966,5,female,289.0,80,28,236,223,0,70,236,153,0.35
49172,2155540,103,2,1910,5,female,1754.0,81,36,245,124,72,19,173,105,0.4444444444444444
49173,2043226,80,7,1933,8,female,26.0,81,72,243,236,243,212,0,24,0.8888888888888888
49174,1232228,56,22,1957,1,female,943.0,81,31,254,175,38,55,216,120,0.38271604938271603
49175,1655952,47,22,1966,9,female,405.0,79,43,255,17,255,11,0,6,0.5443037974683544
49176,1397144,37,26,1976,10,female,192.0,79,62,265,19,246,9,19,10,0.7848101265822784
49182,1130495,64,10,1949,1,female,1072.0,80,64,287,21,286,6,1,15,0.8
49183,1595082,38,31,1975,10,female,450.0,80,66,281,104,281,67,0,37,0.825
49184,1933370,16,7,1997,7,female,269.0,79,68,279,349,279,190,0,159,0.8607594936708861
49185,1055108,38,20,1975,7,female,437.0,81,38,305,201,282,151,23,50,0.4691358024691358
49186,1349083,25,1,1988,1,female,288.0,79,25,300,39,300,16,0,23,0.31645569620253167
49189,1611376,53,25,1960,7,female,427.0,79,67,308,354,308,261,0,93,0.8481012658227848
49192,2143761,33,20,1980,5,female,338.0,79,49,312,106,303,92,9,14,0.620253164556962
49195,1185061,58,14,1955,1,female,1329.0,80,40,328,152,0,40,328,112,0.5
49196,1954346,56,13,1957,4,female,415.0,79,73,340,24,340,12,0,12,0.9240506329113924
49198,1270277,60,3,1953,6,female,698.0,80,57,331,180,331,122,0,58,0.7125
49199,2154067,64,5,1949,7,female,1706.0,80,42,358,99,10,51,348,48,0.525
49200,1712067,27,2,1986,8,female,122.0,81,53,347,147,157,75,190,72,0.654320987654321
49204,2143886,26,1,1987,1,female,216.0,79,65,349,117,349,112,0,5,0.8227848101265823
49206,2126912,23,12,1990,2,female,358.0,80,18,370,33,0,11,370,22,0.225
49208,2048809,63,10,1950,1,female,786.0,80,37,385,352,211,134,174,218,0.4625
49209,2007008,40,22,1973,3,female,243.0,80,54,381,144,381,106,0,38,0.675
49211,1016364,49,12,1964,10,female,1368.0,79,43,413,373,170,269,243,104,0.5443037974683544
49212,1977254,34,11,1979,4,female,509.0,80,24,396,216,383,109,13,107,0.3
49213,1013652,35,20,1978,4,female,93.0,79,71,399,157,363,132,36,25,0.8987341772151899
49214,2138690,51,12,1962,2,female,525.0,81,38,415,320,391,196,24,124,0.4691358024691358
49216,1954836,60,24,1953,9,female,763.0,80,22,404,55,404,34,0,21,0.275
49217,1765304,53,20,1960,9,female,468.0,81,67,420,100,420,60,0,40,0.8271604938271605
49220,1877459,26,15,1987,8,female,283.0,79,63,444,135,275,37,169,98,0.7974683544303798
49222,1818319,14,30,1999,6,female,185.0,79,54,429,59,429,49,0,10,0.6835443037974683
49223,2145127,21,12,1992,5,female,255.0,79,53,430,42,430,42,0,0,0.6708860759493671
49224,1146414,23,25,1990,4,female,284.0,80,32,425,121,425,120,0,1,0.4
49225,1693469,27,1,1986,5,female,392.0,81,46,448,78,448,57,0,21,0.5679012345679012
49226,1045091,38,24,1975,10,female,413.0,79,25,431,247,431,200,0,47,0.31645569620253167
49228,1508063,63,15,1950,5,female,664.0,81,49,454,73,0,31,454,42,0.6049382716049383
49229,1410975,65,1,1948,3,female,1230.0,81,44,481,118,0,48,481,70,0.5432098765432098
49231,1688936,56,26,1957,5,female,332.0,79,54,489,96,32,43,457,53,0.6835443037974683
49232,1919104,78,30,1935,1,female,1704.0,80,25,492,166,0,111,492,55,0.3125
49233,1277025,61,8,1952,5,female,735.0,79,33,488,156,486,77,2,79,0.4177215189873418
49234,1699044,19,27,1994,12,female,243.0,81,42,504,309,504,246,0,63,0.5185185185185185
49235,1621567,63,1,1950,9,female,1203.0,81,50,513,340,513,183,0,157,0.6172839506172839
49236,1374312,63,1,1950,12,female,310.0,79,31,557,199,0,35,557,164,0.3924050632911392
49237,1145446,71,1,1942,12,female,453.0,80,57,547,210,0,71,547,139,0.7125
49238,1974913,61,8,1952,6,female,2288.0,79,43,533,609,0,446,533,163,0.5443037974683544
49239,1115733,34,11,1979,7,female,283.0,79,54,530,156,345,51,185,105,0.6835443037974683
49240,1196250,57,22,1956,6,female,1719.0,81,21,545,176,545,105,0,71,0.25925925925925924
49241,1702527,14,21,1999,6,female,202.0,81,32,560,427,560,294,0,133,0.3950617283950617
49242,1704996,31,31,1982,8,female,177.0,79,34,530,618,530,522,0,96,0.43037974683544306
49243,1536282,31,2,1982,9,female,1035.0,81,47,572,499,532,402,40,97,0.5802469135802469
49244,1669910,49,22,1964,6,female,727.0,81,30,567,29,567,20,0,9,0.37037037037037035
49245,1354858,38,15,1975,3,female,273.0,81,74,570,214,570,61,0,153,0.9135802469135802
49247,1927154,55,12,1958,4,female,1211.0,80,30,570,275,570,122,0,153,0.375
49248,1606344,74,27,1939,11,female,706.0,79,57,568,351,568,237,0,114,0.7215189873417721
49249,2010846,61,28,1952,2,female,630.0,79,56,632,63,84,40,548,23,0.7088607594936709
49250,1713872,58,27,1955,1,female,1642.0,79,58,614,131,0,73,614,58,0.7341772151898734
49251,1858440,62,21,1951,4,female,1190.0,81,28,610,118,144,80,466,38,0.345679012345679
49252,1560077,25,24,1988,9,female,117.0,79,51,644,504,596,403,48,101,0.6455696202531646
49253,1383387,67,22,1946,8,female,1224.0,79,40,709,482,37,251,672,231,0.5063291139240507
49255,1232080,18,28,1995,1,female,202.0,80,31,704,145,704,111,0,34,0.3875
49256,1685371,48,24,1965,11,female,351.0,79,38,696,137,696,72,0,65,0.4810126582278481
49257,1366318,56,1,1957,1,female,207.0,79,64,719,296,719,226,0,70,0.810126582278481
49258,2090476,26,28,1987,5,female,291.0,80,42,693,1021,693,581,0,440,0.525
49260,1378370,49,26,1964,7,female,1521.0,79,67,751,261,0,95,751,166,0.8481012658227848
49261,1154750,53,21,1960,9,female,810.0,80,47,782,17,426,4,356,13,0.5875
49262,1269453,58,6,1955,5,female,880.0,79,59,776,185,745,118,31,67,0.7468354430379747
49263,1337074,31,4,1982,3,female,226.0,79,75,736,63,736,41,0,22,0.9493670886075949
49264,2148026,13,16,2000,4,female,77.0,79,65,868,283,868,270,0,13,0.8227848101265823
49265,1657134,47,10,1966,7,female,737.0,81,57,1105,399,1101,334,4,65,0.7037037037037037
49266,1741648,54,30,1959,11,female,228.0,79,42,1019,138,1019,99,0,39,0.5316455696202531
49268,1973629,21,4,1992,3,female,303.0,79,30,1078,1648,1078,907,0,741,0.379746835443038
49269,1741048,65,18,1948,6,female,1699.0,81,48,1281,424,8,221,1273,203,0.5925925925925926
49272,1762011,35,24,1978,7,female,803.0,80,19,1393,3380,1393,1624,0,1756,0.2375
49273,1665098,62,20,1951,9,female,1729.0,79,61,1700,42,1700,22,0,20,0.7721518987341772
49274,1911885,63,10,1950,6,female,556.0,79,50,1693,163,1693,117,0,46,0.6329113924050633
49277,1221962,14,5,1999,7,female,266.0,79,35,2452,4251,1589,326,863,3925,0.4430379746835443
49278,1767150,70,4,1943,11,female,1675.0,80,40,2556,331,2552,120,4,211,0.5
49279,1723407,51,16,1962,3,female,521.0,79,36,3371,1819,3370,929,1,890,0.45569620253164556
49280,1791289,38,30,1975,10,female,319.0,81,32,3045,754,3045,679,0,75,0.3950617283950617
49281,1343297,14,25,1999,4,female,208.0,82,26,0,23,0,16,0,7,0.3170731707317073
49282,1309439,14,27,1999,6,female,279.0,82,63,0,0,0,0,0,0,0.7682926829268293
49283,1560837,15,8,1998,2,female,517.0,83,31,0,5,0,5,0,0,0.37349397590361444
49287,1853775,15,12,1998,7,female,58.0,82,23,0,2,0,1,0,1,0.2804878048780488
49289,2141497,16,14,1997,1,female,344.0,82,17,0,3,0,3,0,0,0.2073170731707317
49291,1209477,18,16,1995,12,female,26.0,84,14,0,8,0,8,0,0,0.16666666666666666
49301,2180073,18,5,1995,2,female,135.0,84,49,0,1,0,1,0,0,0.5833333333333334
49310,2105639,18,17,1995,9,female,216.0,83,38,0,1,0,0,0,1,0.4578313253012048
49313,1418918,20,17,1993,12,female,335.0,83,36,0,0,0,0,0,0,0.43373493975903615
49321,1280651,19,2,1994,10,female,333.0,84,42,0,0,0,0,0,0,0.5
49323,1618649,21,17,1992,11,female,524.0,84,65,0,10,0,6,0,4,0.7738095238095238
49326,1262938,21,10,1992,12,female,549.0,84,47,0,0,0,0,0,0,0.5595238095238095
49329,1111577,20,22,1993,3,female,649.0,83,14,0,13,0,6,0,7,0.1686746987951807
49337,1599180,20,18,1993,8,female,599.0,84,8,0,3,0,1,0,2,0.09523809523809523
49339,2103273,20,3,1993,9,female,396.0,84,20,0,4,0,4,0,0,0.23809523809523808
49341,1394695,21,10,1992,2,female,149.0,83,69,0,0,0,0,0,0,0.8313253012048193
49354,1575760,22,5,1991,10,female,459.0,83,54,0,2,0,2,0,0,0.6506024096385542
49369,2037486,24,5,1989,2,female,90.0,82,41,0,0,0,0,0,0,0.5
49370,1541035,24,20,1989,4,female,518.0,82,35,0,0,0,0,0,0,0.4268292682926829
49377,1079722,25,9,1988,5,female,82.0,83,26,0,0,0,0,0,0,0.3132530120481928
49378,1054392,25,8,1988,7,female,640.0,82,32,0,0,0,0,0,0,0.3902439024390244
49379,1326389,25,25,1988,7,female,536.0,83,55,0,51,0,12,0,39,0.6626506024096386
49384,1861992,26,7,1987,7,female,534.0,84,50,0,7,0,4,0,3,0.5952380952380952
49399,1629471,30,23,1983,3,female,552.0,83,35,0,1,0,1,0,0,0.42168674698795183
49402,1118958,31,13,1982,3,female,589.0,84,61,0,14,0,10,0,4,0.7261904761904762
49403,1876711,31,24,1982,4,female,442.0,82,65,0,10,0,10,0,0,0.7926829268292683
49404,1448109,31,9,1982,6,female,324.0,84,33,0,0,0,0,0,0,0.39285714285714285
49410,2153154,33,29,1980,7,female,465.0,84,43,0,17,0,10,0,7,0.5119047619047619
49413,2175585,36,25,1977,7,female,83.0,83,69,0,0,0,0,0,0,0.8313253012048193
49415,1215778,37,25,1976,1,female,228.0,82,61,0,1,0,1,0,0,0.7439024390243902
49416,1018016,37,3,1976,10,female,899.0,83,37,0,0,0,0,0,0,0.4457831325301205
49420,2124680,45,25,1968,12,female,397.0,83,50,0,0,0,0,0,0,0.6024096385542169
49431,1198346,49,1,1964,9,female,185.0,83,51,0,20,0,16,0,4,0.6144578313253012
49443,2112425,61,26,1952,4,female,864.0,82,41,0,1,0,1,0,0,0.5
49445,2065844,63,18,1950,6,female,1338.0,83,36,0,1,0,1,0,0,0.43373493975903615
49448,1530204,65,23,1948,12,female,837.0,84,55,0,13,0,5,0,8,0.6547619047619048
49450,1989462,65,18,1948,5,female,132.0,84,68,0,1,0,1,0,0,0.8095238095238095
49456,1466180,69,9,1944,9,female,354.0,82,16,0,0,0,0,0,0,0.1951219512195122
49460,1245869,75,31,1938,8,female,1808.0,83,26,0,1,0,1,0,0,0.3132530120481928
49466,1721437,104,28,1909,2,female,1508.0,82,10,0,0,0,0,0,0,0.12195121951219512
49467,1654786,108,13,1905,3,female,942.0,82,48,0,0,0,0,0,0,0.5853658536585366
49470,1045860,113,11,1900,7,female,1622.0,83,47,0,0,0,0,0,0,0.5662650602409639
49471,2092906,14,12,1999,8,female,194.0,83,53,1,0,0,0,1,0,0.6385542168674698
49472,1167125,18,1,1995,1,female,268.0,83,34,1,0,0,0,1,0,0.40963855421686746
49477,1162897,64,16,1949,5,female,1223.0,84,61,1,0,0,0,1,0,0.7261904761904762
49478,1089379,70,6,1943,11,female,1054.0,82,42,1,0,0,0,1,0,0.5121951219512195
49484,1538911,59,20,1954,7,female,1316.0,84,56,1,40,0,20,1,20,0.6666666666666666
49485,2190431,64,7,1949,7,female,515.0,82,73,1,9,0,4,1,5,0.8902439024390244
49486,1571368,66,7,1947,3,female,621.0,84,54,1,18,0,3,1,15,0.6428571428571429
49487,2014275,73,2,1940,6,female,621.0,84,52,1,2,0,2,1,0,0.6190476190476191
49495,1942187,24,11,1989,12,female,453.0,84,24,1,0,1,0,0,0,0.2857142857142857
49496,1843412,23,27,1990,1,female,188.0,83,36,1,0,1,0,0,0,0.43373493975903615
49499,2077151,25,3,1988,1,female,916.0,83,30,1,0,1,0,0,0,0.3614457831325301
49502,1099429,25,30,1988,5,female,429.0,84,25,1,0,1,0,0,0,0.2976190476190476
49509,1802179,66,18,1947,9,female,220.0,83,52,1,0,1,0,0,0,0.6265060240963856
49518,1007498,28,25,1985,10,female,116.0,83,27,1,1,1,0,0,1,0.3253012048192771
49524,1218969,23,16,1990,11,female,172.0,83,3,1,2,1,2,0,0,0.03614457831325301
49527,1305308,22,6,1991,10,female,139.0,83,39,1,4,1,4,0,0,0.46987951807228917
49528,1064053,23,29,1990,3,female,771.0,84,45,1,6,1,6,0,0,0.5357142857142857
49529,1290151,23,12,1990,5,female,583.0,83,54,1,2,1,1,0,1,0.6506024096385542
49531,2147714,24,6,1989,8,female,335.0,83,31,1,11,1,11,0,0,0.37349397590361444
49539,1663087,32,28,1981,11,female,1093.0,84,21,1,10,1,4,0,6,0.25
49540,1395944,31,19,1982,9,female,443.0,84,27,1,5,1,5,0,0,0.32142857142857145
49541,1269302,37,10,1976,10,female,417.0,84,55,1,6,1,6,0,0,0.6547619047619048
49544,1847523,53,18,1960,8,female,606.0,83,22,1,7,1,3,0,4,0.26506024096385544
49546,1778999,21,27,1992,9,female,600.0,83,44,2,0,0,0,2,0,0.5301204819277109
49547,1396427,34,20,1979,12,female,299.0,82,66,2,0,0,0,2,0,0.8048780487804879
49554,1466258,44,2,1969,7,female,661.0,84,72,2,12,0,1,2,11,0.8571428571428571
49555,1317199,60,30,1953,9,female,632.0,83,30,2,5,0,2,2,3,0.3614457831325301
49556,1192652,63,7,1950,5,female,1171.0,82,36,2,19,0,6,2,13,0.43902439024390244
49561,1227421,19,29,1994,3,female,269.0,82,45,2,0,2,0,0,0,0.5487804878048781
49567,1255228,32,24,1981,3,female,277.0,82,31,2,0,2,0,0,0,0.3780487804878049
49568,1858975,61,28,1952,11,female,410.0,84,52,2,0,2,0,0,0,0.6190476190476191
49569,1075124,14,24,1999,1,female,45.0,82,75,2,1,2,1,0,0,0.9146341463414634
49575,1886228,72,2,1941,7,female,49.0,84,79,2,1,2,1,0,0,0.9404761904761905
49579,1074611,18,11,1995,1,female,314.0,84,45,2,17,2,7,0,10,0.5357142857142857
49580,1603395,18,17,1995,8,female,72.0,82,44,2,9,2,7,0,2,0.5365853658536586
49583,1676526,22,23,1991,10,female,354.0,82,60,2,7,2,6,0,1,0.7317073170731707
49585,1169628,25,11,1988,9,female,310.0,84,47,2,26,2,8,0,18,0.5595238095238095
49586,1417615,25,22,1988,9,female,76.0,82,70,2,6,2,5,0,1,0.8536585365853658
49597,1050385,52,11,1961,8,female,492.0,83,40,3,2,0,1,3,1,0.4819277108433735
49602,1319567,61,22,1952,4,female,731.0,84,44,3,11,0,5,3,6,0.5238095238095238
49603,1412824,63,23,1950,6,female,450.0,84,68,3,75,0,18,3,57,0.8095238095238095
49604,2036419,86,27,1927,9,female,1750.0,84,21,3,16,0,13,3,3,0.25
49616,1939752,23,3,1990,1,female,309.0,82,52,3,1,3,1,0,0,0.6341463414634146
49619,1795283,30,24,1983,5,female,257.0,82,51,3,1,3,0,0,1,0.6219512195121951
49627,1046969,23,4,1990,7,female,392.0,82,43,3,109,3,98,0,11,0.524390243902439
49628,1387182,25,1,1988,1,female,37.0,83,33,3,17,3,9,0,8,0.39759036144578314
49632,1197871,55,28,1958,2,female,548.0,83,70,3,14,3,12,0,2,0.8433734939759037
49634,1154562,18,11,1995,8,female,442.0,83,27,4,13,0,7,4,6,0.3253012048192771
49635,1487932,59,17,1954,12,female,1607.0,82,16,4,7,0,3,4,4,0.1951219512195122
49639,1996765,49,3,1964,9,female,355.0,82,62,4,20,2,12,2,8,0.7560975609756098
49640,1712649,67,18,1946,7,female,1062.0,84,37,4,17,2,9,2,8,0.44047619047619047
